Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
6959,89,15305,86,19,1,106,8.98,0
6960,65,12641,56,32,2,103,5.61,0
6961,66,7274,31,4,2,102,9.53,0
6962,80,6776,18,6,3,106,7.61,0
6963,92,6312,55,34,3,100,2.54,1
6964,49,14379,70,47,2,100,9.28,0
6965,80,1672,58,14,3,107,2.09,1
6966,35,4598,54,8,2,103,7.06,0
6967,62,6014,34,16,1,106,7.42,0
6968,70,12342,97,3,3,102,3.67,1
6969,72,8585,88,34,2,109,9.79,0
6970,45,10214,93,4,2,104,7.01,0
6971,81,4941,16,3,2,105,6.95,0
6972,63,14835,93,21,2,107,7.31,0
6973,50,6053,33,22,2,101,5.41,0
6974,43,15794,98,47,3,105,7.57,0
6975,39,14588,13,30,2,109,5.29,0
6976,89,6583,15,44,2,101,2.69,1
6977,31,14137,77,30,1,104,6.32,0
6978,83,15808,70,28,3,107,7.87,0
6979,86,9104,11,27,2,100,1.63,1
6980,50,904,79,28,3,107,3.34,1
6981,89,10410,48,5,2,107,8.46,0
6982,85,6259,88,15,2,105,3.95,1
6983,55,3480,38,9,3,109,4.63,1
6984,80,1865,84,46,1,103,5.34,0
6985,70,7827,7,38,1,109,9.18,0
6986,77,9652,98,14,1,101,4.09,1
6987,50,3744,14,8,2,100,1.23,1
6988,41,2955,47,34,3,102,8.93,0
6989,44,12057,17,47,3,102,2.14,1
6990,52,12269,75,6,2,102,5.88,0
6991,64,4146,33,1,2,102,6.23,0
6992,89,8271,64,22,3,108,5.71,0
6993,61,6010,73,34,3,106,9.52,0
6994,56,5412,83,4,3,103,2.86,1
6995,36,3854,15,26,3,107,5.05,0
6996,45,14276,17,4,2,101,4.8,1
6997,40,12680,41,27,3,108,5.49,0
6998,38,6397,10,37,2,102,3.82,1
6999,64,14211,27,45,3,107,8.2,0
7000,55,8498,36,1,2,105,3.57,1
7001,66,15593,58,15,2,100,8.63,0
7002,34,11033,65,20,3,102,4.24,1
7003,69,11171,52,49,3,103,4.37,1
7004,80,14040,33,18,1,100,4.65,1
7005,85,7342,53,19,3,102,4.06,1
7006,78,9752,38,34,1,103,6.61,0
7007,34,12218,63,18,3,107,5.87,0
7008,60,14981,74,32,3,106,6.48,0
7009,94,10143,74,10,1,100,6.59,0
7010,62,2549,34,34,3,104,9.07,0
7011,72,2881,98,1,1,108,1.13,1
7012,87,3250,44,9,3,100,7.75,0
7013,72,2593,21,43,1,103,8.02,0
7014,57,10953,58,29,3,107,3.71,1
7015,72,14128,40,3,2,108,6.99,0
7016,85,6897,28,15,2,103,1.1,1
7017,33,14080,88,15,1,109,3.06,1
7018,48,3363,57,17,2,103,9.18,0
7019,30,12493,64,16,2,106,8.7,0
7020,82,6680,22,22,3,104,1.55,1
7021,63,9085,92,14,3,103,1.31,1
7022,52,841,33,3,3,103,4.94,1
7023,56,2800,75,43,2,109,4.74,1
7024,83,14734,82,12,2,105,6.4,0
7025,84,15832,99,26,2,107,2.4,1
7026,87,13107,79,10,3,106,5.73,0
7027,68,12700,53,20,2,102,5.82,0
7028,94,8497,55,25,2,109,5.48,0
7029,53,8688,83,14,3,102,9.78,0
7030,32,3680,57,40,1,109,9.36,0
7031,51,5933,98,17,2,100,8.42,0
7032,62,9645,66,46,2,102,3.67,1
7033,92,11192,24,38,2,102,9.54,0
7034,74,9108,22,48,3,100,6.0,0
7035,69,15722,43,30,1,107,9.26,0
7036,35,15383,19,40,3,102,4.74,1
7037,81,3005,62,16,3,100,2.14,1
7038,88,8635,81,32,1,100,2.54,1
7039,82,7604,70,6,1,109,6.79,0
7040,59,12580,80,38,2,101,1.09,1
7041,43,5652,36,47,1,104,8.46,0
7042,56,2764,49,31,2,109,1.55,1
7043,78,15441,38,45,2,103,9.09,0
7044,44,6257,62,37,1,104,6.93,0
7045,84,4264,36,25,2,102,9.72,0
7046,78,7012,61,41,2,109,7.35,0
7047,68,10943,19,43,3,109,7.11,0
7048,71,1252,8,31,3,106,6.32,0
7049,93,8427,73,29,1,100,7.83,0
7050,31,11209,57,9,1,106,6.41,0
7051,42,8915,69,30,3,109,3.33,1
7052,63,14874,62,16,1,105,9.9,0
7053,35,12906,88,33,3,100,7.12,0
7054,44,14126,50,39,3,106,6.86,0
7055,80,5537,71,24,1,101,8.88,0
7056,78,694,7,26,1,101,7.35,0
7057,85,661,35,28,3,102,9.13,0
7058,79,13285,64,15,2,106,1.11,1
7059,71,13123,41,40,2,104,1.79,1
7060,49,11644,97,49,2,100,5.64,0
7061,72,14076,85,7,3,107,4.24,1
7062,51,14955,98,31,1,101,6.87,0
7063,39,8829,61,4,3,101,3.42,1
7064,54,5551,61,5,1,106,3.13,1
7065,82,2416,8,11,3,105,5.53,0
7066,71,9202,14,19,3,106,8.83,0
7067,69,14608,53,3,1,100,9.86,0
7068,72,14154,56,49,2,104,5.57,0
7069,57,6514,11,10,2,107,8.37,0
7070,49,4701,55,21,2,103,9.99,0
7071,31,3138,6,3,3,103,5.17,0
7072,51,15509,14,48,1,105,6.2,0
7073,63,11366,78,46,1,106,1.73,1
7074,92,8072,82,25,2,107,1.93,1
7075,74,2536,53,46,2,103,9.92,0
7076,88,1697,41,39,1,104,7.66,0
7077,59,4377,95,24,1,109,5.52,0
7078,58,6535,71,3,1,104,9.8,0
7079,81,13306,50,9,3,108,4.31,1
7080,75,3648,46,12,3,109,3.32,1
7081,75,7195,83,44,2,108,7.47,0
7082,80,9301,21,37,2,105,7.67,0
7083,88,13491,84,27,2,105,1.82,1
7084,34,12392,6,34,2,109,8.17,0
7085,81,15183,53,44,3,100,3.61,1
7086,59,8984,38,41,3,109,7.7,0
7087,59,2137,26,34,3,107,4.82,1
7088,55,1998,56,49,3,107,3.12,1
7089,37,14565,17,9,3,102,8.74,0
7090,37,11554,55,11,2,104,6.36,0
7091,87,8532,46,21,2,107,4.11,1
7092,81,9767,59,6,2,107,4.88,1
7093,50,6631,11,28,1,107,5.87,0
7094,73,7268,29,1,2,102,7.81,0
7095,74,14454,89,34,2,104,7.19,0
7096,75,5814,63,34,2,105,4.36,1
7097,78,7942,38,5,3,101,5.83,0
7098,75,6558,53,37,3,107,9.56,0
7099,57,10068,44,33,3,105,3.34,1
7100,82,10279,90,27,2,108,2.45,1
7101,84,3454,64,44,2,107,5.6,0
7102,58,7477,54,18,2,105,1.81,1
7103,72,11242,10,29,2,109,5.81,0
7104,82,3893,93,43,2,106,8.64,0
7105,48,2341,35,32,3,108,6.8,0
7106,84,10074,43,7,2,109,4.18,1
7107,67,8953,78,19,1,100,7.04,0
7108,31,11710,72,29,3,105,9.74,0
7109,39,1255,50,36,1,102,6.72,0
7110,62,7257,69,30,3,107,4.07,1
7111,81,6296,41,15,3,105,9.84,0
7112,91,5860,22,8,2,109,8.39,0
7113,45,5342,21,33,1,100,8.97,0
7114,76,6066,79,40,2,106,7.42,0
7115,89,15389,12,7,2,102,2.94,1
7116,93,13780,58,29,3,105,9.93,0
7117,87,14849,48,2,1,106,9.63,0
7118,31,1792,86,24,2,105,6.76,0
7119,30,12149,6,34,1,109,5.37,0
7120,56,5730,21,36,1,102,9.23,0
7121,57,1921,80,46,2,106,1.18,1
7122,44,2351,83,28,3,103,8.3,0
7123,52,5443,34,9,1,108,9.72,0
7124,75,11851,79,41,3,100,9.65,0
7125,39,4444,34,31,2,109,1.27,1
7126,47,576,83,28,1,103,8.27,0
7127,72,7020,17,12,3,100,7.97,0
7128,82,7216,7,23,3,106,7.62,0
7129,63,6826,23,31,3,101,2.46,1
7130,83,9079,63,17,2,108,7.73,0
7131,61,5597,60,35,3,105,9.04,0
7132,42,9877,33,17,3,107,2.38,1
7133,82,14088,77,13,1,100,1.01,1
7134,53,8116,42,20,3,103,3.63,1
7135,84,11556,80,10,3,107,2.53,1
7136,35,11477,8,43,3,101,1.3,1
7137,73,867,75,7,1,107,4.5,1
7138,79,6317,76,4,1,107,5.94,0
7139,47,9009,73,6,2,105,2.27,1
7140,80,3610,17,8,1,105,6.38,0
7141,81,1790,20,42,1,102,7.93,0
7142,57,9378,71,11,1,100,3.23,1
7143,75,8490,33,2,3,105,7.74,0
7144,63,1038,63,33,3,106,2.08,1
7145,65,4752,78,31,1,103,6.71,0
7146,45,14935,25,38,1,106,6.82,0
7147,40,15772,66,6,2,101,8.58,0
7148,46,11975,61,43,1,105,4.64,1
7149,92,1448,13,32,2,102,3.78,1
7150,50,6772,93,28,2,102,1.27,1
7151,83,11126,19,1,1,105,9.45,0
7152,83,8547,51,21,1,101,7.17,0
7153,42,10872,6,34,2,107,8.02,0
7154,50,14809,80,30,2,108,5.33,0
7155,54,14181,8,29,1,100,3.74,1
7156,48,14968,13,18,1,101,4.45,1
7157,38,10857,50,33,3,105,2.91,1
7158,71,8829,99,25,2,109,1.58,1
7159,90,1846,54,48,2,104,6.03,0
7160,74,9265,66,38,3,103,3.7,1
7161,41,3366,78,10,2,101,2.52,1
7162,34,4579,21,35,2,105,1.67,1
7163,56,15160,24,16,1,100,6.02,0
7164,52,9403,22,5,2,103,3.79,1
7165,63,5717,6,19,3,107,5.08,0
7166,85,1610,56,6,3,109,6.55,0
7167,76,5395,86,15,2,101,1.93,1
7168,63,12334,60,42,2,106,7.18,0
7169,41,13622,41,24,3,105,9.59,0
7170,85,7633,7,27,1,107,2.74,1
7171,45,7303,79,39,2,104,1.96,1
7172,30,8162,54,30,1,103,6.77,0
7173,91,4736,73,1,2,101,6.77,0
7174,43,686,44,14,1,101,8.8,0
7175,35,2369,29,1,3,109,7.84,0
7176,84,5632,36,28,1,101,3.6,1
7177,86,14874,19,1,1,108,1.12,1
7178,73,7121,71,37,1,100,9.37,0
7179,69,7842,31,22,1,103,5.63,0
7180,32,2063,98,16,3,108,8.33,0
7181,43,9836,24,1,3,103,8.91,0
7182,33,7605,27,3,1,101,8.13,0
7183,30,13700,83,39,1,109,6.99,0
7184,65,11311,15,5,3,109,7.15,0
7185,54,12706,59,1,1,108,7.51,0
7186,46,15014,44,23,1,102,3.48,1
7187,81,6352,80,49,1,107,9.42,0
7188,39,4418,14,46,2,103,8.04,0
7189,46,3633,14,36,1,100,4.05,1
7190,48,2233,75,34,2,109,8.89,0
7191,39,5329,84,13,3,107,6.29,0
7192,92,11120,29,36,3,108,7.14,0
7193,78,6954,52,44,1,102,6.19,0
7194,93,5444,21,47,1,102,9.53,0
7195,71,7234,38,20,2,105,4.13,1
7196,75,16273,82,46,1,101,8.56,0
7197,57,7528,90,15,3,102,9.66,0
7198,70,13745,10,25,2,106,5.3,0
7199,39,4898,82,21,2,106,4.05,1
7200,40,14692,93,43,2,102,8.09,0
7201,79,15371,56,15,3,100,7.84,0
7202,90,2492,96,28,1,100,9.77,0
7203,34,3953,54,26,3,108,2.6,1
7204,43,9801,14,21,2,108,8.57,0
7205,90,10461,95,30,2,107,9.83,0
7206,59,1931,83,9,3,101,4.75,1
7207,35,16381,90,40,3,104,2.64,1
7208,57,1103,30,40,2,102,8.32,0
7209,77,13315,77,24,1,105,4.01,1
7210,81,14756,97,13,3,100,5.38,0
7211,89,1940,22,32,1,106,2.93,1
7212,50,10321,62,41,2,107,8.13,0
7213,77,982,28,42,3,100,1.59,1
7214,91,10247,63,10,2,102,4.42,1
7215,89,2206,39,27,3,109,4.1,1
7216,58,15036,98,47,3,108,1.83,1
7217,81,1146,57,9,2,106,7.7,0
7218,33,6203,65,8,3,103,3.89,1
7219,42,5342,77,46,1,101,4.24,1
7220,88,16337,12,33,3,109,3.23,1
7221,33,12882,67,49,1,108,8.3,0
7222,65,2117,82,17,2,107,4.33,1
7223,77,9246,60,39,1,109,8.62,0
7224,89,13032,10,49,2,105,4.02,1
7225,92,9391,37,17,1,104,7.9,0
7226,71,2677,27,32,3,106,9.64,0
7227,44,4748,53,17,2,100,8.27,0
7228,78,8932,32,2,1,106,9.62,0
7229,65,13991,56,28,1,103,1.56,1
7230,36,3038,30,8,2,103,3.54,1
7231,36,1782,94,32,2,106,4.03,1
7232,51,14789,9,30,2,103,9.08,0
7233,85,12521,72,6,3,105,4.12,1
7234,54,12813,93,31,3,105,5.09,0
7235,85,13791,28,49,3,100,2.67,1
7236,64,8116,9,49,3,103,3.95,1
7237,84,9744,91,26,3,108,6.82,0
7238,72,9117,79,12,3,102,6.42,0
7239,82,14566,50,7,2,105,9.34,0
7240,44,3092,14,31,1,104,3.14,1
7241,84,2604,61,17,3,106,8.5,0
7242,55,3868,62,1,1,109,8.18,0
7243,73,10818,67,42,1,107,3.02,1
7244,62,8521,22,2,3,106,2.43,1
7245,61,13032,53,30,1,108,4.06,1
7246,49,7353,94,3,1,101,4.59,1
7247,30,10544,42,16,1,109,3.47,1
7248,51,1399,53,35,1,104,5.97,0
7249,82,13087,5,20,2,103,5.34,0
7250,65,8252,38,7,2,107,1.85,1
7251,51,10227,13,36,3,103,2.91,1
7252,78,5217,48,42,2,102,7.95,0
7253,46,9507,73,2,3,105,7.42,0
7254,34,8555,8,8,3,108,6.37,0
7255,37,5579,40,22,3,101,6.56,0
7256,80,10277,64,10,1,102,9.05,0
7257,69,11462,38,48,1,105,3.99,1
7258,77,6249,85,43,1,100,9.34,0
7259,76,8495,40,8,1,107,9.9,0
7260,41,5251,11,26,1,109,1.06,1
7261,87,1448,78,5,1,108,4.68,1
7262,77,7026,79,24,3,104,8.88,0
7263,53,11579,30,33,1,105,9.2,0
7264,44,4645,71,49,1,101,5.32,0
7265,46,14590,31,16,2,109,5.38,0
7266,32,1326,35,19,2,103,9.31,0
7267,75,4250,72,20,3,109,4.68,1
7268,36,12097,24,24,2,105,6.01,0
7269,85,5232,52,4,3,100,8.02,0
7270,42,10510,40,29,2,103,3.87,1
7271,40,2043,98,33,2,106,2.19,1
7272,40,9817,55,39,3,104,9.83,0
7273,94,1597,36,42,2,108,9.2,0
7274,37,9497,40,12,1,108,5.0,0
7275,91,11610,26,26,3,106,7.87,0
7276,32,12071,60,32,2,106,1.59,1
7277,68,8454,38,36,2,102,6.58,0
7278,35,12117,45,7,2,101,7.69,0
7279,34,14756,49,7,1,101,2.94,1
7280,75,9352,29,32,1,101,6.51,0
7281,82,9213,59,40,1,104,2.17,1
7282,37,14556,81,11,1,109,5.41,0
7283,31,13171,85,10,1,105,6.59,0
7284,35,15234,59,15,2,109,5.1,0
7285,51,2313,16,9,2,100,1.24,1
7286,61,15061,71,34,1,101,2.86,1
7287,42,5714,96,46,1,108,1.27,1
7288,39,8969,78,20,2,109,8.92,0
7289,60,8879,82,45,1,101,9.08,0
7290,93,2612,18,30,1,104,7.96,0
7291,93,2930,77,4,2,103,3.31,1
7292,47,13477,27,5,3,106,3.8,1
7293,42,9257,14,9,2,103,8.39,0
7294,88,9411,60,42,1,103,4.33,1
7295,71,9391,67,12,3,102,6.3,0
7296,85,2434,78,12,1,101,3.48,1
7297,39,3365,32,22,1,103,9.65,0
7298,93,3471,99,43,2,100,2.56,1
7299,60,7496,50,44,2,103,5.17,0
7300,89,11782,58,15,2,108,9.28,0
7301,90,16289,15,38,1,105,8.17,0
7302,92,13787,80,31,2,102,6.37,0
7303,46,8397,42,8,2,102,5.18,0
7304,79,3615,16,45,1,106,6.95,0
7305,61,4087,44,20,2,104,1.17,1
7306,33,5278,34,21,2,102,1.29,1
7307,53,1328,32,34,2,108,7.92,0
7308,31,10095,37,1,1,106,3.0,1
7309,61,15738,91,18,2,104,6.38,0
7310,69,3794,77,33,1,102,5.85,0
7311,31,2104,16,41,3,104,4.63,1
7312,56,12407,14,1,1,103,8.95,0
7313,38,3981,93,11,3,101,5.64,0
7314,85,10719,32,35,1,108,7.57,0
7315,38,5225,49,18,3,102,4.35,1
7316,37,1301,17,9,2,105,6.11,0
7317,35,2851,89,25,1,104,4.59,1
7318,48,6342,23,36,1,102,6.54,0
7319,94,11802,35,38,2,100,8.35,0
7320,58,5497,33,17,1,106,7.84,0
7321,82,6345,9,45,1,106,4.09,1
7322,47,15540,21,10,3,106,1.81,1
7323,43,13726,37,4,1,101,2.67,1
7324,40,6754,38,18,1,100,3.7,1
7325,85,10673,60,48,1,101,1.83,1
7326,89,6320,82,2,3,100,8.56,0
7327,68,3755,90,22,1,109,6.66,0
7328,58,3076,95,42,1,109,7.03,0
7329,56,13596,74,2,3,102,3.77,1
7330,79,14550,41,16,1,100,8.3,0
7331,88,10086,28,37,1,104,5.46,0
7332,49,12976,53,7,2,102,4.74,1
7333,76,16002,74,2,3,109,1.65,1
7334,56,10865,7,22,1,109,9.51,0
7335,34,13271,12,36,1,105,2.48,1
7336,78,14787,54,45,3,109,2.21,1
7337,33,11107,73,39,1,103,5.03,0
7338,58,853,76,9,2,100,7.64,0
7339,54,11010,81,21,2,109,3.47,1
7340,44,2266,46,17,3,108,2.35,1
7341,31,12421,48,9,2,104,7.29,0
7342,39,9998,72,41,3,105,6.63,0
7343,44,16185,95,22,2,103,4.86,1
7344,61,7899,87,23,3,108,5.86,0
7345,89,12213,48,10,3,109,4.39,1
7346,86,13435,9,35,2,108,2.41,1
7347,93,14931,84,3,2,104,5.51,0
7348,51,14684,87,15,2,106,1.56,1
7349,60,5657,75,26,2,104,6.91,0
7350,54,11746,46,29,3,102,4.59,1
7351,57,6853,31,15,1,107,1.92,1
7352,84,11892,68,3,3,104,8.17,0
7353,45,3545,49,11,2,107,2.92,1
7354,43,16159,85,49,3,108,7.32,0
7355,73,4068,96,22,2,106,4.17,1
7356,49,11272,61,48,1,109,8.13,0
7357,40,10867,61,22,1,104,7.82,0
7358,30,10130,38,12,3,109,7.38,0
7359,48,14808,91,40,3,106,7.51,0
7360,74,8318,72,48,3,105,8.56,0
7361,64,5782,37,49,3,105,6.84,0
7362,47,1783,34,8,2,107,8.24,0
7363,61,11881,79,36,3,104,6.76,0
7364,70,3993,10,15,2,102,6.43,0
7365,72,576,17,25,2,106,4.39,1
7366,58,15067,90,38,3,108,4.03,1
7367,73,14555,92,45,3,100,3.79,1
7368,73,11217,74,27,1,106,1.48,1
7369,31,7071,31,41,2,104,2.75,1
7370,58,2838,71,1,1,101,2.45,1
7371,32,13996,90,47,3,100,8.33,0
7372,40,11555,91,35,1,108,4.81,1
7373,72,6409,14,22,3,106,7.93,0
7374,34,1910,78,19,3,107,5.66,0
7375,52,2325,50,4,1,103,1.75,1
7376,65,9889,27,4,1,100,7.33,0
7377,85,11966,83,43,2,106,2.17,1
7378,94,13544,73,17,1,109,5.15,0
7379,55,13815,61,44,2,101,5.17,0
7380,59,5314,5,33,3,107,2.19,1
7381,33,11217,57,38,2,107,8.72,0
7382,88,6356,63,43,2,105,3.31,1
7383,53,12390,49,48,2,103,2.41,1
7384,33,3839,10,9,3,105,1.84,1
7385,60,6287,75,13,3,101,6.1,0
7386,93,14465,57,8,1,107,2.9,1
7387,76,3115,61,6,2,102,6.16,0
7388,52,5948,11,17,2,105,6.64,0
7389,33,12461,5,27,3,100,9.88,0
7390,93,5887,78,13,3,107,6.09,0
7391,31,14879,26,21,2,106,8.39,0
7392,60,8721,91,36,2,108,7.15,0
7393,68,6730,90,25,1,106,2.06,1
7394,40,5930,26,26,3,109,3.03,1
7395,89,5845,88,2,2,106,6.51,0
7396,74,2668,11,5,2,101,4.8,1
7397,80,9489,60,39,2,103,8.27,0
7398,30,7626,68,5,2,107,7.3,0
7399,51,8877,72,15,1,100,9.7,0
7400,56,813,87,21,2,107,3.54,1
7401,81,14497,84,26,2,104,6.75,0
7402,67,14160,12,39,1,105,3.31,1
7403,46,739,54,25,1,102,6.0,0
7404,48,6990,97,30,3,108,3.96,1
7405,73,11453,46,25,2,101,6.97,0
7406,49,3502,22,16,2,102,2.66,1
7407,85,15805,16,37,3,101,6.02,0
7408,55,8643,84,21,1,105,5.42,0
7409,39,11622,47,26,1,100,1.04,1
7410,78,1175,79,39,3,106,4.06,1
7411,67,2173,10,6,2,104,4.87,1
7412,52,908,61,45,3,103,4.34,1
7413,47,6146,75,32,2,105,9.75,0
7414,63,14419,87,3,2,107,1.42,1
7415,78,2326,63,19,2,102,4.98,1
7416,54,8679,18,9,1,100,6.88,0
7417,43,7465,44,14,1,101,4.86,1
7418,82,11470,77,33,1,106,8.5,0
7419,32,2671,44,41,2,107,5.53,0
7420,69,12896,50,12,3,108,1.26,1
7421,55,10385,64,23,3,107,2.54,1
7422,73,3202,8,5,1,101,3.15,1
7423,43,1518,73,43,2,104,7.16,0
7424,91,13742,65,30,2,108,7.14,0
7425,83,3358,98,36,2,104,8.79,0
7426,75,2508,37,5,3,109,5.48,0
7427,33,8147,35,33,1,100,2.43,1
7428,32,7095,33,27,3,100,2.85,1
7429,32,15579,31,20,3,103,6.92,0
7430,94,13553,63,26,2,108,2.0,1
7431,61,6354,49,19,1,101,5.46,0
7432,89,5297,93,46,1,102,7.65,0
7433,36,7208,94,16,2,101,2.07,1
7434,45,2425,19,35,2,103,1.5,1
7435,93,4893,58,49,1,107,1.79,1
7436,81,3446,72,33,1,104,5.14,0
7437,39,9924,45,17,1,101,8.73,0
7438,77,756,15,8,3,105,5.79,0
7439,67,13516,57,15,3,101,7.61,0
7440,55,9322,97,44,2,104,9.43,0
7441,82,5956,81,11,1,102,9.62,0
7442,48,13161,70,29,3,105,4.91,1
7443,86,4404,6,21,1,102,6.12,0
7444,83,2250,75,39,2,106,1.33,1
7445,31,4225,14,43,3,106,9.65,0
7446,45,15022,69,13,3,109,8.48,0
7447,94,10061,14,37,2,104,6.64,0
7448,60,1503,58,34,3,102,1.52,1
7449,38,9424,52,1,1,100,7.09,0
7450,93,1235,47,42,2,107,3.72,1
7451,67,10052,82,28,3,107,8.56,0
7452,46,12644,25,44,1,106,7.86,0
7453,62,12868,38,7,3,109,5.93,0
7454,70,13979,11,32,1,103,8.71,0
7455,30,15555,61,16,3,101,4.82,1
7456,81,10382,28,6,2,109,4.7,1
7457,70,13521,92,12,3,107,7.23,0
7458,82,10932,76,45,1,101,3.48,1
7459,49,4836,54,3,1,105,1.22,1
7460,44,8015,42,8,3,108,2.96,1
7461,43,8305,23,21,2,105,2.14,1
7462,93,8380,64,14,3,107,8.06,0
7463,88,7403,63,6,3,109,4.66,1
7464,54,14342,75,15,1,100,6.69,0
7465,32,8822,23,34,2,104,6.24,0
7466,72,9601,70,29,3,107,1.1,1
7467,67,1360,38,15,1,109,5.13,0
7468,73,1003,80,45,2,105,7.58,0
7469,51,10473,8,1,3,104,5.42,0
7470,41,662,7,46,1,100,4.71,1
7471,30,12736,12,44,2,103,8.85,0
7472,72,1010,78,20,2,109,4.24,1
7473,50,7674,95,5,2,106,8.95,0
7474,94,9974,78,14,1,103,3.61,1
7475,85,8822,67,32,3,106,8.35,0
7476,58,16257,6,17,2,106,4.18,1
7477,73,16313,40,34,2,106,2.68,1
7478,36,7241,16,20,2,108,9.15,0
7479,68,9775,62,29,1,108,9.3,0
7480,43,4892,88,1,1,103,7.02,0
7481,94,14492,61,41,2,103,2.55,1
7482,45,3645,14,44,2,107,3.99,1
7483,94,10346,17,43,3,102,9.11,0
7484,64,719,76,31,1,109,9.86,0
7485,79,3937,92,17,1,101,3.66,1
7486,38,13373,37,7,3,100,1.1,1
7487,59,3631,72,13,1,101,2.67,1
7488,61,6298,85,46,3,103,9.1,0
7489,87,6501,11,30,1,102,7.94,0
7490,91,6759,19,5,3,109,4.39,1
7491,50,3225,54,34,2,103,3.47,1
7492,90,8422,7,12,1,108,7.41,0
7493,49,10404,72,28,1,104,3.45,1
7494,49,4692,87,36,1,101,6.85,0
7495,39,4027,31,34,2,103,5.52,0
7496,56,14419,79,31,1,101,6.8,0
7497,51,12626,71,35,2,107,1.32,1
7498,83,7602,66,39,3,107,8.43,0
7499,56,7350,30,10,1,104,7.45,0
7500,31,5081,34,25,2,101,6.3,0
7501,93,10847,96,13,1,106,6.01,0
7502,34,10085,17,32,2,102,5.85,0
7503,70,2517,77,6,1,102,5.68,0
7504,93,11067,70,15,1,103,9.88,0
7505,30,3822,11,27,2,105,1.66,1
7506,64,12901,70,30,1,108,8.25,0
7507,69,10925,77,1,1,106,6.79,0
7508,78,9181,90,9,1,109,2.62,1
7509,33,812,53,39,2,109,1.89,1
7510,38,2623,29,29,3,101,8.32,0
7511,30,4653,55,45,1,100,5.7,0
7512,68,4175,5,27,3,109,9.21,0
7513,89,7372,45,49,1,102,8.09,0
7514,57,10856,27,43,1,106,2.28,1
7515,86,4066,86,3,2,104,2.07,1
7516,66,1416,18,23,1,108,5.95,0
7517,70,12104,74,49,2,107,8.54,0
7518,69,8870,15,46,3,107,8.42,0
7519,83,1160,50,12,3,107,8.08,0
7520,71,7476,70,26,2,109,9.72,0
7521,67,10103,91,35,2,100,5.99,0
7522,81,6875,78,19,2,108,3.86,1
7523,93,10450,27,45,1,103,6.92,0
7524,38,4715,70,14,1,104,2.5,1
7525,39,10172,73,6,3,106,2.95,1
7526,59,5994,22,45,1,105,9.01,0
7527,54,12955,81,15,2,103,5.16,0
7528,92,16141,76,23,1,109,2.6,1
7529,51,1357,94,29,1,107,2.37,1
7530,78,6457,90,5,1,100,1.78,1
7531,50,15123,42,48,3,108,1.11,1
7532,70,11762,74,25,2,103,2.0,1
7533,76,8356,93,40,3,103,8.85,0
7534,83,12517,64,43,1,108,8.77,0
7535,81,11874,18,4,2,107,4.8,1
7536,90,12052,13,20,2,108,9.15,0
7537,33,1041,31,32,2,109,4.8,1
7538,56,6472,77,2,3,104,1.09,1
7539,47,6091,74,5,1,109,9.72,0
7540,77,7729,48,17,1,101,2.41,1
7541,42,9616,76,46,2,104,6.41,0
7542,71,10928,23,15,1,102,2.96,1
7543,63,2788,94,20,3,109,1.6,1
7544,32,3884,10,34,1,101,8.61,0
7545,53,12202,38,4,3,109,7.06,0
7546,47,4748,76,29,3,100,5.1,0
7547,48,3550,54,44,2,100,2.13,1
7548,54,547,13,7,2,109,7.66,0
7549,52,16179,74,25,2,100,7.05,0
7550,38,15500,41,38,1,100,3.5,1
7551,88,12844,85,34,1,100,7.29,0
7552,91,5391,11,44,1,103,3.52,1
7553,49,14437,26,7,2,101,7.31,0
7554,57,13132,17,11,3,104,5.72,0
7555,36,14215,84,46,2,101,8.95,0
7556,84,12203,10,14,1,100,8.46,0
7557,91,8907,56,17,1,104,2.27,1
7558,87,6048,30,44,3,103,8.49,0
7559,77,9678,42,27,3,109,1.19,1
7560,69,4386,97,12,3,105,4.2,1
7561,73,4050,30,10,2,109,8.17,0
7562,37,14970,87,31,2,102,7.39,0
7563,58,5713,50,5,2,109,4.64,1
7564,87,1599,80,33,2,101,4.98,1
7565,40,9697,73,30,3,105,1.55,1
7566,91,4910,76,27,3,101,5.35,0
7567,55,14426,23,39,2,100,9.93,0
7568,46,3115,62,18,3,102,1.05,1
7569,35,2009,41,42,1,100,2.71,1
7570,60,4159,88,23,1,108,9.55,0
7571,64,1638,5,32,1,104,5.29,0
7572,70,4975,91,48,2,105,7.67,0
7573,56,679,5,10,1,109,5.83,0
7574,84,14487,20,9,2,103,4.57,1
7575,65,7163,89,38,2,104,8.74,0
7576,52,4300,67,46,3,105,4.49,1
7577,80,12311,56,2,1,104,8.94,0
7578,81,11611,51,49,3,105,2.11,1
7579,52,1236,7,30,1,102,3.69,1
7580,56,5763,53,28,2,108,9.73,0
7581,57,7521,24,20,1,109,3.7,1
7582,68,14100,20,49,2,104,1.26,1
7583,59,5013,73,24,3,101,2.18,1
7584,89,8275,66,21,1,106,4.39,1
7585,77,11443,50,3,2,100,4.27,1
7586,37,14932,58,11,3,106,8.15,0
7587,36,11329,73,30,3,109,4.78,1
7588,60,11240,97,37,3,100,7.28,0
7589,51,14955,44,13,1,104,6.86,0
7590,48,6623,80,13,3,104,1.09,1
7591,52,8734,53,17,1,107,8.96,0
